Tp: 0.000000 Tc:  0.000000 radius: 8.000000 theta: 1.570785 phi: 0.000000
Tp: 1.000000 Tc:  1.000081 radius: 7.994139 theta: 1.570785 phi: 0.000000
Tp: 2.000000 Tc:  2.000653 radius: 7.976532 theta: 1.570785 phi: 0.000000
Tp: 3.000000 Tc:  3.002213 radius: 7.947110 theta: 1.570785 phi: 0.000000
Tp: 4.000000 Tc:  4.005274 radius: 7.905756 theta: 1.570785 phi: 0.000000
Tp: 5.000000 Tc:  5.010376 radius: 7.852302 theta: 1.570785 phi: 0.000000
Tp: 6.000000 Tc:  6.018091 radius: 7.786525 theta: 1.570785 phi: 0.000000
Tp: 7.000000 Tc:  7.029037 radius: 7.708143 theta: 1.570785 phi: 0.000000
Tp: 8.000000 Tc:  8.043894 radius: 7.616807 theta: 1.570785 phi: 0.000000
Tp: 9.000000 Tc:  9.063415 radius: 7.512091 theta: 1.570785 phi: 0.000000
Tp: 10.00000 Tc: 10.088455 radius: 7.393481 theta: 1.570785 phi: 0.000000
Tp: 11.00000 Tc: 11.119993 radius: 7.260359 theta: 1.570785 phi: 0.000000
Tp: 12.00000 Tc: 12.159171 radius: 7.111978 theta: 1.570785 phi: 0.000000
Tp: 13.00000 Tc: 13.207343 radius: 6.947436 theta: 1.570785 phi: 0.000000
Tp: 14.00000 Tc: 14.266146 radius: 6.765639 theta: 1.570785 phi: 0.000000
Tp: 15.00000 Tc: 15.337598 radius: 6.565239 theta: 1.570785 phi: 0.000000
Tp: 16.00000 Tc: 16.424241 radius: 6.344561 theta: 1.570785 phi: 0.000000
Tp: 17.00000 Tc: 17.529369 radius: 6.101480 theta: 1.570785 phi: 0.000000
Tp: 18.00000 Tc: 18.657385 radius: 5.833247 theta: 1.570785 phi: 0.000000
Tp: 19.00000 Tc: 19.814407 radius: 5.536187 theta: 1.570785 phi: 0.000000
Tp: 20.00000 Tc: 21.009368 radius: 5.205202 theta: 1.570785 phi: 0.000000
Tp: 21.00000 Tc: 22.256216 radius: 4.832813 theta: 1.570785 phi: 0.000000
Tp: 22.00000 Tc: 23.578881 radius: 4.407156 theta: 1.570785 phi: 0.000000
Tp: 23.00000 Tc: 25.024967 radius: 3.906920 theta: 1.570785 phi: 0.000000
Tp: 24.00000 Tc: 26.719028 radius: 3.283954 theta: 1.570785 phi: 0.000000
Tp: 25.00000 Tc: 29.455787 radius: 2.318731 theta: 1.570785 phi: 0.000000
Passed through event horizon at proper time: 25.132744 <- 8*pi
                     and at coordinate time: 31.545474 <- oo

dtau = 1.0e-6
